#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
augsburg_000000_000073_leftImg8bit.png,2606310,{},1,0,"{""name"":""polygon"",""all_points_x"":[88,84,687,681,88],""all_points_y"":[692,172,259,556,692]}",{}
augsburg_000000_000079_leftImg8bit.png,2453024,{},1,0,"{""name"":""polygon"",""all_points_x"":[182,162,548,557,182],""all_points_y"":[502,234,271,456,502]}",{}
augsburg_000000_000081_leftImg8bit.png,2489847,{},1,0,"{""name"":""polygon"",""all_points_x"":[927,932,1073,1071,927],""all_points_y"":[267,376,376,268,267]}",{}
augsburg_000000_000085_leftImg8bit.png,2453211,{},1,0,"{""name"":""polygon"",""all_points_x"":[1447,1463,1149,1133,1447],""all_points_y"":[168,341,355,193,168]}",{}
augsburg_000000_000090_leftImg8bit.png,2603463,{},1,0,"{""name"":""polygon"",""all_points_x"":[837,974,979,844,837],""all_points_y"":[291,324,490,514,291]}",{}
augsburg_000000_000091_leftImg8bit.png,2691417,{},1,0,"{""name"":""polygon"",""all_points_x"":[831,713,716,834,831],""all_points_y"":[338,305,427,427,338]}",{}
augsburg_000000_000091_leftImg8bit.png,2691417,{},1,0,"{""name"":""polygon"",""all_points_x"":[831,713,716,834,831],""all_points_y"":[338,305,427,427,338]}",{}
augsburg_000000_000092_leftImg8bit.png,2678976,{},1,0,"{""name"":""polygon"",""all_points_x"":[384,622,630,399,384],""all_points_y"":[415,419,561,628,415]}",{}
augsburg_000000_000093_leftImg8bit.png,2641066,{},1,0,"{""name"":""polygon"",""all_points_x"":[459,470,148,143,459],""all_points_y"":[166,534,608,54,166]}",{}
augsburg_000000_000095_leftImg8bit.png,2519174,{},1,0,"{""name"":""polygon"",""all_points_x"":[359,348,550,551,359],""all_points_y"":[476,278,308,458,476]}",{}
augsburg_000000_000098_leftImg8bit.png,2618087,{},1,0,"{""name"":""polygon"",""all_points_x"":[603,601,831,834,603],""all_points_y"":[386,191,222,388,386]}",{}
augsburg_000000_000099_leftImg8bit.png,2612334,{},1,0,"{""name"":""polygon"",""all_points_x"":[1836,1823,1440,1458,1836],""all_points_y"":[664,283,277,546,664]}",{}
augsburg_000000_000103_leftImg8bit.png,2600446,{},1,0,"{""name"":""polygon"",""all_points_x"":[68,57,560,566,68],""all_points_y"":[548,199,208,473,548]}",{}
augsburg_000000_000104_leftImg8bit.png,2520166,{},1,0,"{""name"":""polygon"",""all_points_x"":[351,347,621,623,351],""all_points_y"":[341,164,166,324,341]}",{}
augsburg_000000_000108_leftImg8bit.png,2404482,{},1,0,"{""name"":""polygon"",""all_points_x"":[448,461,170,165,448],""all_points_y"":[198,443,468,186,198]}",{}
augsburg_000000_000110_leftImg8bit.png,2424875,{},1,0,"{""name"":""polygon"",""all_points_x"":[115,102,590,602,115],""all_points_y"":[580,246,237,496,580]}",{}
augsburg_000000_000112_leftImg8bit.png,2302265,{},1,0,"{""name"":""polygon"",""all_points_x"":[556,553,393,395,556],""all_points_y"":[447,398,401,466,447]}",{}
augsburg_000000_000113_leftImg8bit.png,2285899,{},1,0,"{""name"":""polygon"",""all_points_x"":[38,35,476,486,38],""all_points_y"":[553,214,254,458,553]}",{}
augsburg_000000_000114_leftImg8bit.png,2224414,{},1,0,"{""name"":""polygon"",""all_points_x"":[85,90,257,258,85],""all_points_y"":[235,371,360,227,235]}",{}
augsburg_000000_000117_leftImg8bit.png,2226231,{},1,0,"{""name"":""polygon"",""all_points_x"":[1541,1438,1441,1537,1541],""all_points_y"":[593,548,386,395,593]}",{}
augsburg_000000_000118_leftImg8bit.png,2167253,{},1,0,"{""name"":""polygon"",""all_points_x"":[888,1107,1109,887,888],""all_points_y"":[254,247,79,82,254]}",{}
augsburg_000000_000119_leftImg8bit.png,2125188,{},1,0,"{""name"":""polygon"",""all_points_x"":[1757,1751,1865,1875,1757],""all_points_y"":[167,351,354,173,167]}",{}
augsburg_000000_000121_leftImg8bit.png,2471840,{},1,0,"{""name"":""polygon"",""all_points_x"":[785,785,864,864,785],""all_points_y"":[137,265,272,157,137]}",{}
augsburg_000000_000122_leftImg8bit.png,2556025,{},1,0,"{""name"":""polygon"",""all_points_x"":[839,690,683,837,839],""all_points_y"":[152,109,228,257,152]}",{}
augsburg_000000_000127_leftImg8bit.png,2421252,{},1,0,"{""name"":""polygon"",""all_points_x"":[503,615,622,517,503],""all_points_y"":[196,223,394,402,196]}",{}
augsburg_000000_000127_leftImg8bit.png,2421252,{},1,0,"{""name"":""polygon"",""all_points_x"":[503,615,622,517,503],""all_points_y"":[196,223,394,402,196]}",{}
augsburg_000000_000128_leftImg8bit.png,2294049,{},1,0,"{""name"":""polygon"",""all_points_x"":[1650,1767,1770,1648,1650],""all_points_y"":[35,16,106,116,35]}",{}
augsburg_000000_000131_leftImg8bit.png,2217870,{},1,0,"{""name"":""polygon"",""all_points_x"":[1225,1356,1352,1215,1225],""all_points_y"":[376,351,148,269,376]}",{}
augsburg_000000_000134_leftImg8bit.png,2257118,{},1,0,"{""name"":""polygon"",""all_points_x"":[1183,871,873,1185,1183],""all_points_y"":[42,47,225,219,42]}",{}
augsburg_000000_000137_leftImg8bit.png,2401068,{},1,0,"{""name"":""polygon"",""all_points_x"":[650,515,511,648,650],""all_points_y"":[337,312,92,162,337]}",{}
augsburg_000000_000138_leftImg8bit.png,2373310,{},1,0,"{""name"":""polygon"",""all_points_x"":[1561,1623,1627,1559,1561],""all_points_y"":[219,180,302,319,219]}",{}
augsburg_000000_000138_leftImg8bit.png,2373310,{},1,0,"{""name"":""polygon"",""all_points_x"":[1561,1623,1627,1559,1561],""all_points_y"":[219,180,302,319,219]}",{}
augsburg_000000_000139_leftImg8bit.png,2412046,{},1,0,"{""name"":""polygon"",""all_points_x"":[1451,1445,1571,1560,1451],""all_points_y"":[284,378,374,262,284]}",{}
augsburg_000000_000141_leftImg8bit.png,2323932,{},1,0,"{""name"":""polygon"",""all_points_x"":[1462,1462,1518,1520,1462],""all_points_y"":[191,266,252,159,191]}",{}
augsburg_000000_000141_leftImg8bit.png,2323932,{},1,0,"{""name"":""polygon"",""all_points_x"":[1462,1462,1518,1520,1462],""all_points_y"":[191,266,252,159,191]}",{}
augsburg_000000_000142_leftImg8bit.png,2434865,{},1,0,"{""name"":""polygon"",""all_points_x"":[610,464,468,609,610],""all_points_y"":[341,320,16,60,341]}",{}
augsburg_000000_000145_leftImg8bit.png,2422026,{},1,0,"{""name"":""polygon"",""all_points_x"":[1525,1523,1722,1724,1525],""all_points_y"":[166,244,246,164,166]}",{}
augsburg_000000_000150_leftImg8bit.png,2409634,{},1,0,"{""name"":""polygon"",""all_points_x"":[1301,1237,1223,1299,1301],""all_points_y"":[12,12,185,195,12]}",{}
augsburg_000000_000151_leftImg8bit.png,2593958,{},1,0,"{""name"":""polygon"",""all_points_x"":[716,719,814,809,716],""all_points_y"":[191,261,258,188,191]}",{}
augsburg_000000_000151_leftImg8bit.png,2593958,{},1,0,"{""name"":""polygon"",""all_points_x"":[716,719,814,809,716],""all_points_y"":[191,261,258,188,191]}",{}
augsburg_000000_000153_leftImg8bit.png,2549809,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,272,268,126,126],""all_points_y"":[2,60,150,110,2]}",{}
augsburg_000000_000155_leftImg8bit.png,2308415,{},1,0,"{""name"":""polygon"",""all_points_x"":[228,154,146,224,228],""all_points_y"":[111,103,308,308,111]}",{}
augsburg_000000_000156_leftImg8bit.png,2375512,{},1,0,"{""name"":""polygon"",""all_points_x"":[1549,1546,1686,1692,1549],""all_points_y"":[110,189,153,65,110]}",{}
augsburg_000000_000161_leftImg8bit.png,2127778,{},1,0,"{""name"":""polygon"",""all_points_x"":[1086,1087,1206,1201,1086],""all_points_y"":[90,172,161,69,90]}",{}
augsburg_000000_000162_leftImg8bit.png,2174391,{},1,0,"{""name"":""polygon"",""all_points_x"":[1358,1616,1616,1364,1358],""all_points_y"":[80,90,255,254,80]}",{}
augsburg_000000_000163_leftImg8bit.png,2217505,{},1,0,"{""name"":""polygon"",""all_points_x"":[1390,1539,1532,1384,1392,1390],""all_points_y"":[302,306,493,489,313,302]}",{}
augsburg_000000_000164_leftImg8bit.png,2185816,{},1,0,"{""name"":""polygon"",""all_points_x"":[540,674,678,550,540],""all_points_y"":[199,192,298,296,199]}",{}
augsburg_000000_000175_leftImg8bit.png,2574866,{},1,0,"{""name"":""polygon"",""all_points_x"":[1497,1500,1318,1314,1497],""all_points_y"":[125,334,341,132,125]}",{}
augsburg_000000_000178_leftImg8bit.png,2507615,{},1,0,"{""name"":""polygon"",""all_points_x"":[1452,1722,1716,1443,1452],""all_points_y"":[164,160,351,332,164]}",{}
augsburg_000000_000180_leftImg8bit.png,2526153,{},1,0,"{""name"":""polygon"",""all_points_x"":[734,782,779,731,734],""all_points_y"":[313,309,222,226,313]}",{}
augsburg_000000_000182_leftImg8bit.png,2462085,{},1,0,"{""name"":""polygon"",""all_points_x"":[761,961,957,761,761],""all_points_y"":[69,90,217,208,69]}",{}
augsburg_000000_000183_leftImg8bit.png,2426501,{},1,0,"{""name"":""polygon"",""all_points_x"":[1556,1553,1647,1649,1556],""all_points_y"":[284,428,466,286,284]}",{}
augsburg_000000_000183_leftImg8bit.png,2426501,{},1,0,"{""name"":""polygon"",""all_points_x"":[1556,1553,1647,1649,1556],""all_points_y"":[284,428,466,286,284]}",{}
augsburg_000000_000184_leftImg8bit.png,2428777,{},1,0,"{""name"":""polygon"",""all_points_x"":[1340,1478,1467,1333,1340],""all_points_y"":[277,224,546,487,277]}",{}
augsburg_000000_000185_leftImg8bit.png,2321398,{},1,0,"{""name"":""polygon"",""all_points_x"":[1497,1484,1850,1857,1497],""all_points_y"":[254,474,572,208,254]}",{}
augsburg_000000_000185_leftImg8bit.png,2321398,{},1,0,"{""name"":""polygon"",""all_points_x"":[1497,1484,1850,1857,1497],""all_points_y"":[254,474,572,208,254]}",{}
augsburg_000000_000189_leftImg8bit.png,2200929,{},1,0,"{""name"":""polygon"",""all_points_x"":[898,901,1171,1168,898],""all_points_y"":[139,314,317,146,139]}",{}
augsburg_000000_000192_leftImg8bit.png,2229814,{},1,0,"{""name"":""polygon"",""all_points_x"":[885,1202,1198,897,885],""all_points_y"":[146,146,341,349,146]}",{}
augsburg_000000_000194_leftImg8bit.png,2655625,{},1,0,"{""name"":""polygon"",""all_points_x"":[1201,1193,1068,1071,1201],""all_points_y"":[347,410,422,341,347]}",{}
augsburg_000000_000197_leftImg8bit.png,2518886,{},1,0,"{""name"":""polygon"",""all_points_x"":[343,347,523,521,343],""all_points_y"":[82,228,250,142,82]}",{}
augsburg_000000_000198_leftImg8bit.png,2541374,{},1,0,"{""name"":""polygon"",""all_points_x"":[1872,1865,1477,1484,1872],""all_points_y"":[538,199,289,472,538]}",{}
augsburg_000000_000199_leftImg8bit.png,2515995,{},1,0,"{""name"":""polygon"",""all_points_x"":[1017,940,945,1018,1017],""all_points_y"":[227,231,270,270,227]}",{}
augsburg_000000_000200_leftImg8bit.png,2549497,{},1,0,"{""name"":""polygon"",""all_points_x"":[1790,1792,1999,1995,1790],""all_points_y"":[394,508,508,402,394]}",{}
augsburg_000000_000202_leftImg8bit.png,2537765,{},1,0,"{""name"":""polygon"",""all_points_x"":[354,621,622,369,354],""all_points_y"":[376,381,438,491,376]}",{}
augsburg_000000_000204_leftImg8bit.png,2595884,{},1,0,"{""name"":""polygon"",""all_points_x"":[1516,1512,1929,1933,1516],""all_points_y"":[464,164,115,531,464]}",{}
augsburg_000000_000206_leftImg8bit.png,2526874,{},1,0,"{""name"":""polygon"",""all_points_x"":[293,298,88,76,293],""all_points_y"":[341,449,472,314,341]}",{}
augsburg_000000_000208_leftImg8bit.png,2509030,{},1,0,"{""name"":""polygon"",""all_points_x"":[1303,1295,1835,1841,1303],""all_points_y"":[352,35,12,304,352]}",{}
augsburg_000000_000209_leftImg8bit.png,2478906,{},1,0,"{""name"":""polygon"",""all_points_x"":[630,318,312,630,630],""all_points_y"":[417,429,267,320,417]}",{}
augsburg_000000_000211_leftImg8bit.png,2502597,{},1,0,"{""name"":""polygon"",""all_points_x"":[1316,1314,1572,1575,1316],""all_points_y"":[497,281,223,528,497]}",{}
augsburg_000000_000213_leftImg8bit.png,2390917,{},1,0,"{""name"":""polygon"",""all_points_x"":[1658,1658,1938,1934,1658],""all_points_y"":[356,498,548,325,356]}",{}
augsburg_000000_000213_leftImg8bit.png,2390917,{},1,0,"{""name"":""polygon"",""all_points_x"":[1658,1658,1938,1934,1658],""all_points_y"":[356,498,548,325,356]}",{}
augsburg_000000_000214_leftImg8bit.png,2442503,{},1,0,"{""name"":""polygon"",""all_points_x"":[1664,1664,1504,1507,1664],""all_points_y"":[293,436,410,314,293]}",{}
augsburg_000000_000216_leftImg8bit.png,2457822,{},1,0,"{""name"":""polygon"",""all_points_x"":[1484,1468,1831,1863,1484],""all_points_y"":[431,139,27,537,431]}",{}
augsburg_000000_000219_leftImg8bit.png,2255078,{},1,0,"{""name"":""polygon"",""all_points_x"":[811,808,980,985,985,811],""all_points_y"":[279,184,175,281,281,279]}",{}
augsburg_000000_000220_leftImg8bit.png,2320094,{},1,0,"{""name"":""polygon"",""all_points_x"":[1475,1361,1362,1481,1475],""all_points_y"":[76,114,461,486,76]}",{}
augsburg_000000_000224_leftImg8bit.png,2320563,{},1,0,"{""name"":""polygon"",""all_points_x"":[1647,1405,1395,1648,1647],""all_points_y"":[685,552,335,394,685]}",{}
augsburg_000000_000225_leftImg8bit.png,2330831,{},1,0,"{""name"":""polygon"",""all_points_x"":[1865,1627,1631,1869,1865],""all_points_y"":[12,25,109,107,12]}",{}
augsburg_000000_000228_leftImg8bit.png,2356013,{},1,0,"{""name"":""polygon"",""all_points_x"":[149,156,486,482,149],""all_points_y"":[423,559,530,413,423]}",{}
augsburg_000000_000230_leftImg8bit.png,2401973,{},1,0,"{""name"":""polygon"",""all_points_x"":[392,382,565,565,392],""all_points_y"":[321,500,473,341,321]}",{}
augsburg_000000_000231_leftImg8bit.png,2540097,{},1,0,"{""name"":""polygon"",""all_points_x"":[1525,1521,1748,1755,1525],""all_points_y"":[492,222,182,527,492]}",{}
augsburg_000000_000236_leftImg8bit.png,2722510,{},1,0,"{""name"":""polygon"",""all_points_x"":[1915,1908,1771,1772,1915],""all_points_y"":[368,541,519,379,368]}",{}
augsburg_000000_000240_leftImg8bit.png,2814004,{},1,0,"{""name"":""polygon"",""all_points_x"":[1207,1205,1322,1320,1207],""all_points_y"":[279,349,345,277,279]}",{}
augsburg_000000_000241_leftImg8bit.png,2702735,{},1,0,"{""name"":""polygon"",""all_points_x"":[1366,1366,1493,1492,1366],""all_points_y"":[223,326,324,220,223]}",{}
augsburg_000000_000243_leftImg8bit.png,2372337,{},1,0,"{""name"":""polygon"",""all_points_x"":[1534,1534,1731,1729,1534],""all_points_y"":[349,496,530,339,349]}",{}
augsburg_000000_000244_leftImg8bit.png,2445840,{},1,0,"{""name"":""polygon"",""all_points_x"":[1195,1201,1297,1292,1195],""all_points_y"":[257,352,346,257,257]}",{}
augsburg_000000_000245_leftImg8bit.png,2230006,{},1,0,"{""name"":""polygon"",""all_points_x"":[1162,1170,1386,1382,1162],""all_points_y"":[238,412,398,217,238]}",{}
augsburg_000000_000247_leftImg8bit.png,2143127,{},1,0,"{""name"":""polygon"",""all_points_x"":[1472,1816,1821,1470,1472],""all_points_y"":[419,414,612,558,419]}",{}
augsburg_000000_000249_leftImg8bit.png,2285291,{},1,0,"{""name"":""polygon"",""all_points_x"":[1179,1276,1269,1170,1179],""all_points_y"":[416,413,252,252,416]}",{}
augsburg_000000_000253_leftImg8bit.png,2303331,{},1,0,"{""name"":""polygon"",""all_points_x"":[1680,1514,1514,1677,1680],""all_points_y"":[351,359,221,206,351]}",{}
augsburg_000000_000254_leftImg8bit.png,2354952,{},1,0,"{""name"":""polygon"",""all_points_x"":[1555,1737,1733,1731,1565,1555],""all_points_y"":[300,292,440,503,501,300]}",{}
augsburg_000000_000255_leftImg8bit.png,2267065,{},1,0,"{""name"":""polygon"",""all_points_x"":[1527,1893,1901,1527,1527],""all_points_y"":[531,613,331,311,531]}",{}
augsburg_000000_000258_leftImg8bit.png,2539626,{},1,0,"{""name"":""polygon"",""all_points_x"":[1137,1135,1433,1440,1137],""all_points_y"":[262,441,450,209,262]}",{}
augsburg_000000_000263_leftImg8bit.png,2346549,{},1,0,"{""name"":""polygon"",""all_points_x"":[490,484,880,886,490],""all_points_y"":[522,270,262,473,522]}",{}
augsburg_000000_000265_leftImg8bit.png,2399592,{},1,0,"{""name"":""polygon"",""all_points_x"":[892,896,458,447,892],""all_points_y"":[126,387,398,128,126]}",{}
augsburg_000000_000266_leftImg8bit.png,2465996,{},1,0,"{""name"":""rect"",""x"":310,""y"":274,""width"":847,""height"":190}",{}
augsburg_000000_000267_leftImg8bit.png,2462105,{},1,0,"{""name"":""polygon"",""all_points_x"":[472,476,959,960,472],""all_points_y"":[280,428,422,264,280]}",{}
augsburg_000000_000270_leftImg8bit.png,2481144,{},1,0,"{""name"":""polygon"",""all_points_x"":[1586,1586,1776,1774,1586],""all_points_y"":[302,425,422,262,302]}",{}
augsburg_000000_000270_leftImg8bit.png,2481144,{},1,0,"{""name"":""polygon"",""all_points_x"":[1586,1586,1776,1774,1586],""all_points_y"":[302,425,422,262,302]}",{}
augsburg_000000_000271_leftImg8bit.png,2549502,{},1,0,"{""name"":""polygon"",""all_points_x"":[1418,1897,1907,1445,1418],""all_points_y"":[590,856,318,182,590]}",{}
augsburg_000000_000274_leftImg8bit.png,2652607,{},1,0,"{""name"":""polygon"",""all_points_x"":[1978,1968,1398,1408,1978],""all_points_y"":[843,127,217,571,843]}",{}
augsburg_000000_000276_leftImg8bit.png,2507404,{},1,0,"{""name"":""polygon"",""all_points_x"":[1431,1430,1548,1546,1431],""all_points_y"":[341,450,466,324,341]}",{}
augsburg_000000_000277_leftImg8bit.png,2449524,{},1,0,"{""name"":""polygon"",""all_points_x"":[1590,1933,1939,1592,1590],""all_points_y"":[302,248,517,472,302]}",{}
augsburg_000000_000278_leftImg8bit.png,2471285,{},1,0,"{""name"":""polygon"",""all_points_x"":[1568,1424,1426,1580,1568],""all_points_y"":[259,298,441,466,259]}",{}
augsburg_000000_000282_leftImg8bit.png,2502475,{},1,0,"{""name"":""polygon"",""all_points_x"":[1027,867,873,1031,1027],""all_points_y"":[123,128,236,236,123]}",{}
augsburg_000000_000283_leftImg8bit.png,2440776,{},1,0,"{""name"":""polygon"",""all_points_x"":[1427,1569,1567,1423,1427],""all_points_y"":[8,8,148,148,8]}",{}
augsburg_000000_000288_leftImg8bit.png,2658359,{},1,0,"{""name"":""polygon"",""all_points_x"":[1600,1602,1824,1820,1600],""all_points_y"":[319,516,522,307,319]}",{}
augsburg_000000_000289_leftImg8bit.png,2643790,{},1,0,"{""name"":""polygon"",""all_points_x"":[857,854,977,973,857],""all_points_y"":[273,115,72,255,273]}",{}
augsburg_000000_000291_leftImg8bit.png,2541477,{},1,0,"{""name"":""polygon"",""all_points_x"":[1858,1858,1629,1626,1858],""all_points_y"":[238,400,414,257,238]}",{}
augsburg_000000_000292_leftImg8bit.png,2366647,{},1,0,"{""name"":""polygon"",""all_points_x"":[985,1691,1685,983,985],""all_points_y"":[527,550,140,168,527]}",{}
augsburg_000000_000295_leftImg8bit.png,2379997,{},1,0,"{""name"":""polygon"",""all_points_x"":[1388,1531,1527,1392,1388],""all_points_y"":[234,228,310,316,234]}",{}
augsburg_000000_000298_leftImg8bit.png,2382955,{},1,0,"{""name"":""polygon"",""all_points_x"":[62,454,456,53,62],""all_points_y"":[507,470,256,234,507]}",{}
augsburg_000000_000300_leftImg8bit.png,2485296,{},1,0,"{""name"":""polygon"",""all_points_x"":[603,449,451,599,603],""all_points_y"":[211,211,322,322,211]}",{}
augsburg_000000_000302_leftImg8bit.png,2610837,{},1,0,"{""name"":""polygon"",""all_points_x"":[479,487,762,759,479],""all_points_y"":[303,551,505,293,303]}",{}
augsburg_000000_000304_leftImg8bit.png,2725006,{},1,0,"{""name"":""polygon"",""all_points_x"":[726,730,579,574,726],""all_points_y"":[300,396,406,316,300]}",{}
augsburg_000000_000307_leftImg8bit.png,2628731,{},1,0,"{""name"":""polygon"",""all_points_x"":[844,842,977,971,844],""all_points_y"":[294,481,469,304,294]}",{}
augsburg_000000_000307_leftImg8bit.png,2628731,{},1,0,"{""name"":""polygon"",""all_points_x"":[844,842,977,971,844],""all_points_y"":[294,481,469,304,294]}",{}
augsburg_000000_000309_leftImg8bit.png,2623287,{},1,0,"{""name"":""polygon"",""all_points_x"":[1783,1783,1827,1824,1783],""all_points_y"":[321,474,482,293,321]}",{}
augsburg_000000_000310_leftImg8bit.png,2642255,{},1,0,"{""name"":""polygon"",""all_points_x"":[206,201,515,520,206],""all_points_y"":[240,458,468,237,240]}",{}
augsburg_000000_000312_leftImg8bit.png,2322338,{},1,0,"{""name"":""polygon"",""all_points_x"":[650,651,774,774,650],""all_points_y"":[273,334,343,260,273]}",{}
augsburg_000000_000316_leftImg8bit.png,2344673,{},1,0,"{""name"":""polygon"",""all_points_x"":[33,29,469,473,33],""all_points_y"":[553,232,250,491,553]}",{}
augsburg_000000_000317_leftImg8bit.png,2329561,{},1,0,"{""name"":""polygon"",""all_points_x"":[1400,1395,1670,1674,1400],""all_points_y"":[468,170,158,478,468]}",{}
